text,text_name
"?<text_id=""D14NN008"">
ASK THE NATUROPATH
A blood test has shown that I have high insulin levels. My doctor says it's a sign I have insulin resistance and could be heading towards type 2 diabetes. What does insulin do? And what can I do to reduce it?
Insulin is a hormone made by beta cells, which are found in the romantic-sounding but rather mundane Islets of Langerhans in the pancreas. It helps to maintain the blood's glucose levels by controlling the glucose channels and allowing it to cross cell membranes to be used for energy.
Beta cells are destroyed in type 1 diabetes, and without them insulin can't be created. In these cases, insulin needs to be injected into the body.
In the early stages of type 2 diabetes (the most common form), the cells start to resist the hormone's instruction to allow glucose to enter cells, causing blood sugar levels to rise - this is insulin resistance.
CAUSES OF INSULIN RESISTANCE
As well as being linked to type 2 diabetes, insulin resistance is also associated with polycystic ovarian syndrome, obesity, non-alcoholic fatty liver disease, sleep apnoea, high blood pressure and some cancers.
Resistance can be inherited, however, lifestyle factors play an enormous role in causing it, with inactivity and overeating the biggest concerns. Other risk factors include high blood sugar levels, elevated triglycerides (blood fat), ageing and taking certain medications.
HERBS AND MINERALS THAT HELP
Natural ways to lower blood glucose and reduce insulin resistance include herbs such as goat's rue, gymnema, cinnamon, Panax (Korean) ginseng and fenugreek. Also try supplements of chromium, zinc, magnesium, vitamin C, vitamin D, fish oil, alpha-lipoic acid and B-complex vitamins.
EASY LIFESTYLE CHANGES
Muscle contraction improves the uptake of glucose by cells. Muscles contract when you exercise, and 30 minutes daily has been shown to decrease insulin resistance.
Adding certain foods to your daily diet can assist in your body's blood-sugar regulation. Try including legumes, oats, cinnamon (add a teaspoon to your cereal or smoothie), fenugreek, blueberries and bitter melon (bitter gourd). Studies have also shown that soluble fibre enhances insulin sensitivity, as well as slowing the release of sugar into the bloodstream.
Good sources of soluble fibre are fruit, vegetables, legumes, oats, psyllium husks, chia seeds, nuts and seeds.
Avoid eating sugar and refined flour products such as cakes and white bread. Having a glass of wine with a meal has also been shown to improve insulin sensitivity.
",D14NN008
"?<text_id=""D15N017"">
Harris ill after jail chocolate binge
London
ROLF Harris has reportedly been rushed to hospital after suffering from a diabetic reaction after eating too many sweets in prison.
London's Mirror newspaper reported the 85-year-old paedophile ate so much chocolate that he became seriously ill.
It's not known if he's still being treated at the Royal Stoke University Hospital, close to the prison, or if he has been returned to his cell.
Harris's friend, singer Vince Hill, said he had heard from one of the jailed entertainer's closest friends that he had ""sort of overdosed on chocolate"".
""According to him, that was the scale of the problem... he didn't know he was eating too much chocolate,"" he said.
Harris has been suffering from a number of medical problems since being sentenced to five years and four months in prison for child sex offences. These include diabetes, leg problems and vertigo. The hospital refused to comment.
",D15N017
"?<text_id=""O13N002"">
Doctors treating 'waddling' toddlers for obesity Kids too fat to breathe
AUSTRALIAN children are growing so fat that doctors are removing their tonsils to help them breathe.
Overweight kids as young as 10 are developing ""late onset"" diabetes, an illness that normally afflicts the middle-aged.
And medical specialists are treating 36kg ""waddling"" toddlers for obesity.
The Federal Government's National Health and Medical Research Council wants parents to fight the flab by feeding children healthier food and making them do more exercise.
The council's draft new obesity guidelines recommend ""weight maintenance"" instead of weight loss for fat children.
But one of the nation's three specialist centres for treating childhood obesity, the Children's Hospital at Westmead in Sydney, has warned the council that some kids are so obese they must lose weight through meal plans and exercise.
Australian Medical Association president Steve Hambleton said some parents did not even notice their children were overweight.
""There's a new norm once you get 25 per cent of children and 60 per cent of adults obese,"" he said yesterday.
""They look in the mirror and think they don't look too bad.""
Twenty per cent of Tasmanian children are overweight and 64 per cent of those aged 18 and over are overweight or obese, the latest Australian Bureau of Statistics figures reveal.
Westmead's paediatric obesity staff specialist Shirley Alexander said the hospital was treating toddlers as young as 18 months.
Some two-year-olds weighed 36kg - three times the recommended body weight - and waddled rather than walked.
Dr Alexander said seven and eight-year-olds had been fitted with CPAP machines to help them breathe at night - while others had their tonsils removed to help them breathe.
And young children had been given hip operations because they were so heavy their joints gave out.
""We've got five, six and seven-year-olds with insulin resistance and 10-year-olds with type-2 diabetes,"" Dr Alexander said.
""It used to be 30 years ago you didn't see that until people were in their 40s, 50s and 60s.""
Dr Alexander said society had become ""obesogenic"".
""We spend more time in cars, more time sitting on our bottoms watching screens, be it at work or homework or watching TV,"" she said.
""Bigger is becoming more of the norm now.""
The council's final obesity guidelines the first update in a decade are due to be released mid-year.
",O13N002
"?<text_id=""H15N014"">
Skinny face a weightier issue
DIABETES Queensland has declared ""fat people are luckier"" than thin because they wear the signs of their ill-health.
The warning comes as they combat the problem of ""skinny fat"" - people who have a bad lifestyle and diet but who believe they are healthy because they're skinny.
Chief executive Michelle Trute has warned skinny people who rely on being ""genetically blessed"" for their figure at the expense of good diet and exercise are ""gambling with their health"" and face dire consequences.
She said overweight people noticed the signs of their poor lifestyle, such as their clothes getting tight.
""They're the people who are actually lucky: their body is giving them an alert to say 'you haven't been eating the right food the last month and I'm not feeling comfortable' and 'you haven't been going on walks this week, what's going on?'  "" About 40 per cent of type 2 diabetes cases are induced by other lifestyle factors outside of weight, such as smoking. Ms Trute said thin people's ill-health was disguised and unseen fat around their organs was a ""ticking time bomb"".
",H15N014
"?<text_id=""R15N004"">
Wake-up call for hidden diabetes
OVERWEIGHT Queenslanders need to wake up to themselves and confront their unhealthy lifestyles to prevent diabetes ruining their health.
People should not be hiding behind makeup or clothes and convincing themselves they are healthy when in reality they are a ""ticking time bomb"", Diabetes Queensland said.
New figures from the National Diabetes Services Scheme show about 186,000 Queenslanders are living with diagnosed type-2 diabetes.
But Diabetes Queensland believes more than half a million Queenslanders are obliviously living with undiagnosed type-2 diabetes, have pre-diabetes or are at high risk of developing the condition.
People ignore symptoms of their diabetes and go undiagnosed, on average, for five to seven years.
Unquenchable thirst, moodiness, fatigue, frequenting the bathroom, blurred vision and dizziness are all symptoms diabetics can easily ignore by putting them down to ageing or working too hard.
But experts warn that ignoring these symptoms for years can lead to irreversible organ damage.
Diabetes Queensland chief executive Michelle Trute said people ""are ticking time bombs"" and they needed to prioritise their health.
""We need a way to cut through to the people who think it's not going to happen to them,"" Ms Trute said.
""(We need to get through to) the person who looks in the mirror and thinks I've got makeup on and my hair is blow dried so I look OK but in reality you're carrying 10kg more than you should but you're disguising it in the clothes you're wearing.
""We know when we do the surveys that everyone thinks it'll happen to someone else, not them. The problem is Australians have a way of saying 'she'll be right' but you can't jeopardise your health with that.
""Queenslanders need to get realistic about their own lifestyle. We live in an amazing state and it's so easy to watch sport and watch people doing triathlons rather than donning the bib yourself and going for the run."" She said diabetes had to be considered as a separate issue from obesity despite 60 per cent of cases linked to lifestyle factors such as overeating and under-exercising.
Family history, age and being Aboriginal or Torres Strait Islander are also risk factors.
""Type-2 diabetes is the gate keeping to so many other diseases like heart failure and stroke and amputations,"" Ms Trute said.
If people have symptoms they should seek medical advice soon as possible before irreversible damage is done.""(After delaying diagnosis) the damage they do to their internal organs then is irreversible. Then they get diagnosed and they go on the right path and look at weight and exercising and blood glucose levels but the damage has still been done.""
",R15N004
"?<text_id=""G16NN003"">
Friendly advice helps change diabetics' lives
In the days when diabetes educator Eileen Collins ran marathons and didn't have children, she says she advised a 40-something woman with diabetes whose lifestyle was so maxed-out that wedging in time for regular exercise felt impossible.
When Collins tried to motivate her to make lifestyle changes, it backfired, but proved a valuable career experience, adds Collins.
""I remember saying to her, 'I get up really early in the morning and do the running before work.'
""I saw her eyes glaze over and I realised even then that I'd lost her; that that was just such a stupid thing to say. Whereas now I might say, 'Do you think there's any way you can fit some physical activity into your life?' And if they say no, I leave it there.""
Collins, Diabetes Victoria's education services team leader, says her role largely centres around ""informing, empowering, supporting and explaining"".
She sees clients to determine if other conditions are affecting their diabetes; educates them about medication, insulin, food and exercise, ensures they're having required screenings done and monitors their health and wellbeing.
She estimates she devotes half her time to supporting clients and the other half to team leadership.
""I like supporting the younger staff members and assisting them with their development,"" she says.
""We've got a great team and they've all got great skills, but some are less experienced, so I love it when they ask for my advice and support in their work.""
Collins, who works in a general practice one day a week, has a graduate diploma in health education, and nursing and midwifery experience. She joined Diabetes Victoria seven years ago and started her current role last year. Collins has 25 years' experience as a diabetes educator and says volunteering as a nurse educator in Western Samoa in the 1980s was valuable.
""Living and working in another culture gives you a perspective on your own culture and your own country,"" she says.
""Nowadays, when we're talking to people with diabetes we realise we have to be aware of things like health literacy and that was probably the first place I learned...
""We also saw a lot of people living with diabetes who didn't have the opportunities that a lot of people in Australia have with the care of their diabetes and it made me appreciate that.""
One of Collins' next goals is to contribute to developing more Diabetes Victoria educational resources for clients of diverse literacies. ""We're always learning,"" she says. ""I've been in diabetes education for 25 years and there have been so many changes.""
",G16NN003
"?<text_id=""A15N002"">
Apple's watch to monitor diabetes
Medical device maker DexCom is designing an app that will display readings from its diabetes glucose monitor on Apple's upcoming smartwatch, giving the watch an early foothold in the healthcare market.
DexCom's glucose monitor tracks a person's blood-sugar levels continuously. The company has shown a picture of the app, which converts that data into a simple graph that is just a glance at the wrist away. It says the app is expected to be ready when the Apple Watch is launched in April.
Apple declined to comment. The company hasn't accepted any apps for the coming watch yet but has provided guidelines and code to developers for creating apps for it. The latest iPhone operating system increased its health and fitness offerings.
The US Food and Drug Administration had been closely scrutinising such applications. But the agency loosened its oversight in late January, months after a group of software engineers, many of whose children have Type 1 diabetes, developed a system for monitoring diabetes patients' blood sugar over the internet. The system was distributed without first getting regulatory approval.
The group's effort challenged the slow pace of innovation and regulatory approval in the field. It also highlighted the growing role that Silicon Valley companies and software developers hope to have in monitoring and maintaining people's health.
The DexCom monitor uses a hair's-width sensor under the skin to measure blood glucose levels every five minutes.
Previously, the FDA considered glucose monitors to be Class III medical devices, meaning they received the highest level of regulatory scrutiny. But the spread of NightScout, the system developed by the group of software engineers, and DexCom's submission of a separate iPhone app for review prompted the FDA to change course.
DexCom's monitors will remain Class III devices, but software that helps display the data they produce on mobile devices or smartwatches now only needs to be registered with the FDA and doesn't require prior marketing approval.
The FDA has been reassessing its health-apps policies. ""We felt that the risks that the app imposed weren't as high,"" said Alberto Gutierrez, director of the FDA's Office of In Vitro Diagnostics and Radiological Health. NightScout software takes data from the glucose monitor, mainly for Type 1 diabetes patients, and uploads it to the internet. That allows parents - and caregivers - to keep track of their children's blood sugar from afar via their cellphones, tablets and Pebble watches.
",A15N002
"?<text_id=""D14N005"">
Caffeine thwarts diabetes 
THE daily fix of caffeine has been shown to reduce the risk of diabetes according to a new study by Harvard School of Public Health (HSPH).
Researchers found that coffee consumption lowered women's risk of type 2 diabetes by 8 per cent. Men lowered their risk 4 per cent by drinking regular coffee and, interestingly, 7 per cent for decaf.
The findings drew on data from around 80,000 women and 40,000 men in the Nurses' Health Study and the Health Professionals Follow-Up Study.
Dr Rob van Dam, Assistant Professor in the Department of Nutrition, Harvard School of Public Health said the news for coffee drinkers was good overall.
""At the start of the study, these healthy men and women were in their 40s and 50s.
""We followed them for 18 to 24 years, to see who died during that period, and to track their diet and lifestyle habits, including coffee consumption.
""We did not find any relationship between coffee consumption and increased risk of death from any cause, death from cancer, or death from cardiovascular disease. ""Even people who drank up to six cups of coffee per day were at no higher risk of death.""
",D14N005
"?<text_id=""H14N005"">
A coffee a day might keep diabetes at bay
THE daily fix of caffeine has been shown to reduce the risk of diabetes, according to a new study by the Harvard School of Public Health.
Researchers found drinking coffee lowered women's risk of type 2 diabetes by 8 per cent. Men lowered their risk 4 per cent by drinking regular coffee and 7 per cent for decaf. The data came from about 80,000 women and 40,000 men in the Nurses' Health Study and the Health Professionals Follow Up Study.
Dr Rob van Dam, Assistant Professor in the Department of Nutrition, Harvard School of Public Health, said the news for coffee drinkers was good. ""At the start of the study, these healthy men and women were in their 40s and 50s. We followed them for 18 to 24 years, to see who died during that period, and to track their diet and lifestyle habits, including coffee consumption. We did not find any relationship between coffee consumption and increased risk of death from any cause... Even people who drank up to six cups of coffee per day were at no higher risk of death,"" he said.
",H14N005
"?<text_id=""V14N012"">
Diabetes risk from job stress
OVERDOING it at work is bound to make you tired, grumpy and stressed. But research suggests it could also significantly increase your risk of developing type 2 diabetes - even if you're not overweight.
A major study has found that those under the most strain at work are 45 per cent more likely to fall ill with the condition, which increases the risk of heart disease, strokes, blindness and amputations.
The study, from the Institute of Epidemiology in Munich, followed 5337 men and women who were in full-time work. Over a 12-year period, nearly 300 of the subjects - who were previously healthy - developed type 2 diabetes. When the researchers matched patients with the work stress results, they found those who were under most pressure were 45 per cent more likely to have developed diabetes. The findings were published by the journal Psychosomatic Medicine.
",V14N012
"?<text_id=""C14N001"">
Yoghurt 'may ward off diabetes'
Eating low-fat yoghurt may reduce your risk of developing type-2 diabetes by almost a third, a new study has shown. The University of Cambridge study, published in the journal Diabetologia, analysed food diaries kept by 4000 British men and women aged 45 to 74, including 753 who developed the disease during the following 11 years. Researchers divided participants into low, medium and high consumers of dairy, and they also analysed the type of dairy products consumed. They found that people who consumed the highest amount of low-fat yoghurt had a 28per cent reduced risk of developing type-2 diabetes compared with those who didn't consume the yoghurt. The group consumed an average of 4 125-gram pots of low-fat yoghurt a week. The researchers classified products containing less than 3.9per cent fat as low fat. High consumption of other low- fat fermented dairy products, including cottage cheese and fromage frais, was also associated with a reduced risk of developing the disease. The researchers did not find any link between the consumption of high-fat dairy or any kind of milk with the risk of developing type-2 diabetes. An endocrinologist at Melbourne's Austin Hospital, Richard O'Brien, said the study didn't prove eating low-fat fermented dairy products caused the lower risk, although there was a potential scientific basis for the link. He said it was possible that chemicals called menaquinones made by the fermentation process could protect against diabetes, and that probiotic bacteria contained in yoghurt could promote a healthy environment in the gut. Associate Professor O'Brien said it was important to note that the yoghurt eaters in the study tended to be slimmer, more active, and they smoked and drank less. ""The investigators used sophisticated computer modelling to try to control for all of those other factors, but this is always difficult,"" he said. ""Nevertheless, I believe these results are really important and... I'll certainly be recommending it [yoghurt] to my patients.""
",C14N001
"?<text_id=""C16N007"">
Diabetes 'cure' for obese patients
Scientists have claimed the biggest step forward in diabetes treatment in 100 years after research found weight-loss surgery could ""cure"" the disease in around half of obese cases.
A coalition of 45 experts this week called for ""radical measures"" to address a growing pandemic.
Researchers said one million patients were sufficiently overweight to benefit from surgery, with around 100,000 people a year likely to become suitable candidates for the procedure.
New international guidelines say that patients with diabetes should be considered for such operations. Research shows that it achieves ""long-term remission"" in 30 per cent to 63 per cent of cases.
Professor Francesco Rubino, one of the team behind the guidelines and professor of metabolic and bariatric surgery at King's College London, said: ""This is the closest that we have ever been to a cure for diabetes. It is the most powerful treatment to date."" Britain is the second fattest nation in Europe, with two in three adults classed as overweight or obese.
In the past decade there has been a 65 per cent rise in diagnoses of diabetes, of which nine in 10 are type 2, which is linked with sedentary lifestyles and poor diet.
Professor Sir George Alberti, co- author of the guidelines, said: ""We are not talking about the treatment of obesity, we are talking about the treatment of diabetes.""
Researchers said the most effective type of surgery was a gastric bypass also known as stomach stapling, in which the digestive system is re-routed past most of the stomach. They said changing the anatomy altered the body's macrobiotic environment, which had a dramatic and almost immediate impact on blood sugar.
Professor Alberti said that although lifestyle changes - such as a very low calorie diet - could reverse diabetes, it was not realistic to expect most people to be able to do this.
",C16N007
"?<text_id=""C16N006"">
Funding to help diabetics monitor condition
The fingertips of young Noah Davies are a mess, thanks to routine pinpricks to check his blood glucose levels. But that's about to change, now that Prime Minister Malcolm Turnbull has pledged $54million funding for new technology that could end a ritual familiar to anyone with type 1 diabetes. The move has the backing of the Labor Party. The constant glucose monitor is a device that monitors blood sugar and transmits the results to a smartphone or an insulin pump. Noah's mother Megan, from Canberra, said her son was diagnosed with diabetes at 18 months and now wears an insulin pump. He's a candidate to receive one of the new devices. ""Instead of giving him a blood test, we'll be able to see if he is high or low and adjust accordingly,"" Ms Davies told reporters in Campbelltown, where Mr Turnbull was campaigning in the Liberal marginal seat of Macarthur. The $54million will subsidise the cost of devices for about 4000 young people aged up to 20. It was an announcement that played into Mr Turnbull's innovation message to Australians and how using the latest technology can help children live normal lives. ""It's really life-changing,"" he said. Health Minister Susan Ley said she received more letters about continuous glucose monitoring for diabetes than any other subject.
",C16N006
"?<text_id=""W15N001"">

Like polio and smallpox before it, some diseases of today will be a distant memory for Australians in 50 years. Cervical cancer, type 1 diabetes and rheumatic fever are just some of the diseases WA experts are predicting could be on the eradicated list when our grandchildren are grown up.
The only disease ever completely wiped out is smallpox. One of the most devastating known to humanity, it was declared eradicated by the World Health Organisation in 1980.
Polio, too, is almost there, with 80 per cent of the world's population living in polio-free regions.
In Australia between the 1930s and 1960s, 40,000 cases of paralytic polio were recorded, however, a vaccination campaign that began in the 1950s worked to help Australia be finally declared polio free in 2000.
Grant Morahan, head of the Centre for Diabetes Research at the Harry Perkins Institute for Medical Research, said the most likely targets for eradication in the next generation would be those diseases that involved the immune system.
This included infectious diseases, because they could be eliminated by vaccine and also treated by antibiotics, but also autoimmune diseases, where the immune system, instead of protecting the body, actually contributed to disease.
Type 1 diabetes was a prime example, where the immune system attacked and killed the beta cells in the pancreas that produced insulin.
""In order for this disease to disappear from the population we need to find some way to control the immune system so it doesn't attack the beta cells,"" Professor Morahan said.
This was likely to be in the form of a vaccine that worked by reducing the auto-immune response particular to type 1 diabetes.
""We have known for 200 years how to boost the immune response to a particular agent but it is much more difficult to suppress a response to an agent.
""That is why so much work has been going on to try to find a way to do this.
""We are at the start of the path now - we can protect experimental animals from type 1 diabetes.""
Clinical trials are under way but it would be a year or two before it was known if those trials were successful.
""With this rate of progress, in 50 years' time, I would imagine type 1 diabetes would have been largely eradicated,"" Professor Morahan said.
""What researchers can do now would have seemed like science fiction 10 years ago, so it is not that unbelievable that what we are talking about could be accomplished in 50 years' time.""
This type of immune response-suppressing vaccine could also translate to breakthroughs for other autoimmune diseases such as multiple sclerosis, he said.
The ability to predict which of those people diagnosed with melanoma were at higher risk of dying was also well advanced.
""So those people should go into an earlier or more-intensive treatment. Before this can be translated into practice more work needs to be done but in theory we could do that prediction today,"" Professor Morahan said.
Terry Slevin, from Cancer Council WA, was optimistic about substantial reductions in certain cancers, in particular cervical cancer given the vaccine for the human papilloma virus and lung cancer.
""A sensible prediction based on current evidence suggests that there will be a reduction in smoking-related cancers just given what we have witnessed with regard to a fall in smoking rates.
""The flow on impact from reduced smoking on cancer incidence will take a couple of decades."" Progress was being made on skin cancer, too.
The bowel cancer screening program would also save lives: over 40 years it was predicted 35,000 deaths could be prevented and even more if participation in screening increased.
""There are certainly reasons to be optimistic when it comes to progress in cancer control,"" Mr Slevin said.
In relation to heart disease, Heart Foundation WA president John O'Shea said it was tempting to think that rheumatic fever could be wiped out in Australia.
Rheumatic fever is caused by a streptococcus bacterium and leaves its mark by inflaming heart valves which cause problems later in life.
""With improved lifestyle and medical care and many other things we have seen this almost disappear but in the Third World it is still a frequent problem,"" Dr O'Shea said.
It was also still a big concern in indigenous people. ""(Heart valves) become thick and narrowed and leak in later life so by the time people are 40, 50, 60 they have a real problem with their heart valves. In the indigenous population this can happen earlier - in their 20 and 30s,"" he said.
Dr O'Shea said coronary artery disease remained common, however, the death rate had dropped off in the past 50 years thanks to plummeting smoking rates and effective medicines to treat high cholesterol and high blood pressure. ""We are making quite a headway in terms of mortality for heart disease - the chances of a 65-year-old dying of a heart attack today are much less than they were for a 65-year- old in the 1960s.""
",W15N001
"?<text_id=""T16N003"">
Paleo no magical cure for diabetes
DEVOTEES of the paleo diet shouldn't bank on it beating type 2 diabetes with a leading health researcher warning there is no evidence that eating like our ancestors ameliorates the medical condition.
Obesity is a major risk factor in developing type 2 diabetes and lifestyle interventions, such as diet and exercise, are effective in reducing the risk of becoming insulin dependent.
While the cave man diet involves avoiding processed food and refined sugars, it also involves cutting out important sources of fibre and calcium, such as wholegrains and dairy.
Advocates of the diet, including chef Pete Evans, believe it is an effective way to reduce weight and gain glycaemic control, while some people even claim it can get them off their diabetes medication.
Associate Professor Sof Andrikopoulos, a researcher at the University of Melbourne Department of Medicine at Austin Hospital, reviewed all the scientific, peer-reviewed evidence on the diet and the condition.
Writing in the Medical Journal of Australia, he said the paleo diet advocates eating grass-fed meat, wild fish, fruit, vegetables, nuts and healthy fats.
While the focus on fresh foods and avoidance of processed foods appears consistent with dietary guidelines, Associate Professor Andrikopoulous said it was often skewed by individual interpretation with some people promoting a high intake of animal fats.
He found only 23 articles were written about the diet and type 2 diabetes with only three clinical trials conducted.
""The studies had fewer than 20 participants, one had no control diet and they were all 12 weeks or less so we can't draw any conclusions about the impact on weight gain or glycaemic control,"" he said.
""The scientific literature says that the paleo is no better than any other diet in limiting weight gain.
""In fact, the evidence is that there is no evidence that this diet is good for diabetics."" Diets promoted by celebrities that were high in fat and eliminated carbohydrates may actually lead to weight gain and increase the risk of heart disease, he said.
",T16N003
"?<text_id=""V13N014"">
Sign up to fight diabetes 
MORE than 1400 pregnant women and new mothers - such as Cadence Hayes, with son Edwin, four months - are being recruited to see if rocketing levels of type 1 diabetes are linked to environmental factors.
Being overweight when falling pregnant, diet during pregnancy, exercise, infections, antibiotics and the diet of newborns all will be investigated to see if they are linked to diabetes rates doubling in the past 20 years.
Professor Jennifer Couper, from the University of Adelaide's Robinson Institute and the Women's and Children's Hospital, wants women from all over Australia for the study, which could last a decade.
Cadence has type 1 diabetes but Edwin doesn't. Pregnant women interested in participating should go to www.endia.org.au or call 8161 8747.
Type 1 diabetes is one of the most common childhood chronic diseases, affecting at least 120,000 Australians. The body's immune system attacks and destroys insulin-producing cells in the pancreas.
",V13N014
"?<text_id=""V15N004"">
MEMO FOR MUMS TO BE Get moving to cut your baby's risk of diabetes 
IF you are overweight and pregnant, moderate exercise might cut the risk your baby will weigh more at birth and develop diabetes later.
A study of rats has found mothers who exercised moderately while pregnant reduced their offspring's weight, insulin and blood glucose levels.
However, male baby rats were more likely to benefit from their mothers' exercise than female babies, the University of NSW study has found.
The study, published in PLOS medicine, saw female rats fed a high-fat diet including pies, cakes, dim sims and biscuits for six weeks before mating and throughout pregnancy and the lactation period.
Half the rats undertook voluntary exercise in an exercise wheel in their cage from 10 days before mating and throughout the pregnancy while the others remained sedentary.
Babies born to the rats who exercised had smaller fat deposits around the abdomen and improved insulin and glucose metabolism.
Warradale mum Mary Miles is 26 weeks pregnant with her second child. Chasing after two-year-old Isla helps keep her slim, along with walking and eating well.
She kept going to the gym and running throughout early pregnancy and plans to return to the gym after the baby is born. ""You generally have more energy when you exercise,"" Ms Miles said.
",V15N004
"?<text_id=""C13N010"">
Diabetes epidemic in China to worsen
Beijing
China's diabetes epidemic is worse than previously estimated - much worse. The most comprehensive nationwide survey for diabetes in China shows 11.6per cent of adults, or 114million people, have the disease. The finding, published on Tuesday in The Journal of the American Medical Association, adds 22million diabetics to a 2007 estimate and means almost one in three of the world's diabetics is in China. Chinese are developing the metabolic disease at a lower body mass index than Americans, researchers found, meaning changes in diet and physical activity stoked by rapid economic development result in earlier onset of the obesity-linked disease. The epidemic will worsen, with 40 per cent of 18 to 29-year-olds on the verge of developing diabetes, which increases risk of stroke, heart attack and kidney failure. ""Diabetes in China has become a catastrophe,"" said Paul Zimmet, honorary president of the International Diabetes Federation and director emeritus of the Baker IDI Heart and Diabetes Institute in Melbourne. ""The booming economy in China has brought with it a medical problem which could bankrupt the health system."" The latest results mean diabetes is now more common in China than in the US, where 11.3per cent of adults are diabetic. The increase in diabetes prevalence in China, estimated at about 1per cent in 1980, has been ""unparalleled globally"", Mr Zimmet said. Authors led by Guang Ning, of the laboratory for endocrine and metabolic diseases at the National Health and Family Planning Commission, wrote: ""China is now among the countries with the highest diabetes prevalence in Asia and has the largest absolute disease burden of diabetes in the world. ""Poor nutrition in utero and early life combined with over- nutrition in later life may contribute to the accelerated epidemic.""
",C13N010
"?<text_id=""W16NN015"">
Diabetes diagnosis inspired change
For Lois Balmer, a shock diagnosis of gestational diabetes at 21 weeks pregnant was the trigger for a major health kick.
Ms Balmer, 42, who is seven months pregnant, overhauled her diet, eating fewer carbohydrates and more fruit and vegetables, and exercised more.
""I loved my carbs, so it was a bit of a challenge, but I had a big incentive to do it, being pregnant,"" she said.
Health experts are worried that one in 10 pregnant women is developing gestational diabetes, posing risks to them and their unborn babies.
WA's peak diabetes funding group said important new research showed how women could reduce their risk of diabetes during and after pregnancy.
Ahead of World Diabetes Day on November 14, Diabetes Research WA executive director Sherl Westlund said overweight women who did supervised exercise for an hour three times a week during pregnancy were less likely to develop gestational diabetes.
""Exercise during pregnancy has also been associated with a lower risk of hypertension during pregnancy,"" she said.
Other research showed that in women who had developed gestational diabetes, breastfeeding for more than three months protected them against type 2 diabetes for up to 15 years after they gave birth. Bringing their weight into a healthy range before they get pregnant was also recommended.
Diabetes Research WA is holding a research forum on November 11 at 10am.
For details go to diabetesresearchwa.com.au or call 9224 1006.
",W16NN015
"?<text_id=""H13N008"">
Risky drinks Study links diabetes
THE risk of developing diabetes is significantly increased by consuming just one soft drink a day, a study has found.
People who consume diet drinks and pure fruit juice can breathe easily after the UK study found no clear link between those beverages and diabetes.
Previous North American studies have already found those who drink a sugar-sweetened beverage each day increase their risk of developing type 2 diabetes by 25 per cent.
Researchers from London's Imperial College studied the soft drink consumption of 28,000 Europeans to see if the effect was replicated - and it was.
They compared 12,000 Europeans with type 2 diabetes and 16,000 random Europeans and found that drinking one 336ml sugary soft drink increased the risk of developing the disease by 22 per cent.
""Given the increase in sweet beverage consumption in Europe, clear messages on the unhealthy effect of these drinks should be given to the population,"" study author Dr Dora Romaguera said.
The research also found a statistical link between drinking artificially sweetened soft drinks and type 2 diabetes. The correlation disappeared with body weight taken into account.
The authors concluded the link was probably caused by the fact overweight people who were more likely to develop type 2 diabetes, were also more likely to drink artificially sweetened drinks.
The researchers looked at the soft drink consumption of residents from the UK, Germany, Denmark, Italy, Spain, Sweden, France, Italy and the Netherlands who are participating in a broader study into cancer and nutrition.
",H13N008
